Data set,Ligand InChI,LogBIO,PubChem SID,BS+AICc,BS+r2a,FS+AIC,FS+BIC,FS+r2a,FS+RIC1,FS+RIC2,FS+RIC3,FS+RIC4
Training set,"InChI=1S/C18H25BrO2/c1-11-6-12(2)14(18(3,4)10-11)7-13-8-17(21-5)15(19)9-16(13)20/h8-9,11,14,20H,2,6-7,10H2,1,3-5H3/t11-,14+/m0/s1",7.657577,103979820,6.745,6.911,7.038,7.209,7.116,7.038,7.038,7.038,7.038
Training set,"InChI=1S/C23H24FNO/c1-5-6-7-20-22-16(17-12-15(24)8-11-19(17)26-20)9-10-18-21(22)14(2)13-23(3,4)25-18/h7-13,25H,5-6H2,1-4H3/b20-7-",8.508638,104020786,8.043,8.169,8.158,8.71,8.093,8.158,8.158,8.158,8.158
Training set,"InChI=1S/C16H21BrO2/c1-10-5-6-16(2,3)12(10)7-11-8-15(19-4)13(17)9-14(11)18/h8-9,12,18H,1,5-7H2,2-4H3",6.355561,103979814,6.623,6.19,6.773,7.056,6.483,6.773,6.773,6.773,6.773
Training set,"InChI=1S/C16H16ClNS/c1-10-9-16(2,3)18-13-5-4-11(8-12(10)13)14-6-7-15(17)19-14/h4-9,18H,1-3H3",7.920819,103985748,7.348,7.897,7.812,7.305,7.9,7.812,7.812,7.812,7.812
Training set,"InChI=1S/C23H24BrNO2/c1-6-7-17-20-14(21-18(27-17)11-9-15(24)22(21)26-5)8-10-16-19(20)13(2)12-23(3,4)25-16/h6,8-12,17,25H,1,7H2,2-5H3",7.468521,104016914,7.359,7.254,7.195,6.493,6.871,7.195,7.195,7.195,7.195
Training set,"InChI=1S/C27H26FN5O5/c1-27(2,25(35)32-26(29)36)21-16-4-3-5-18(28)22(16)38-23-17(21)7-9-19(31-23)15-6-8-20(30-14-15)24(34)33-10-12-37-13-11-33/h3-9,14,21H,10-13H2,1-2H3,(H3,29,32,35,36)/t21-/m0/s1",7.638272,313068931,7.337,7.843,6.425,5.911,7.094,6.425,6.425,6.425,6.425
Training set,"InChI=1S/C20H19ClN2O/c1-11-9-14(13-6-4-5-12-7-8-22-19(12)13)17(21)16-15(24)10-20(2,3)23-18(11)16/h4-9,22-23H,10H2,1-3H3",5.522879,125084158,5.523,5.843,5.639,6.288,5.467,5.639,5.639,5.639,5.639
Training set,"InChI=1S/C21H23BrN2O3/c22-17-8-6-16(7-9-17)21(25)14-20(15-4-2-1-3-5-15)23-18-10-12-19(13-11-18)24(26)27/h6-13,15,20,23H,1-5,14H2",7.9914,104142725,8.078,8.163,8.229,7.8,8.107,8.229,8.229,8.229,8.229
Training set,"InChI=1S/C21H16BrFN2O3/c22-16-6-4-14(5-7-16)21(26)13-20(15-2-1-3-17(23)12-15)24-18-8-10-19(11-9-18)25(27)28/h1-12,20,24H,13H2",7.408935,104142714,7.883,7.601,7.732,7.69,7.707,7.732,7.732,7.732,7.732
Training set,"InChI=1S/C27H21FN2O3/c28-23-8-4-7-22(17-23)26(29-24-13-15-25(16-14-24)30(32)33)18-27(31)21-11-9-20(10-12-21)19-5-2-1-3-6-19/h1-17,26,29H,18H2",7.30103,104142715,7.783,7.528,7.854,7.239,7.756,7.854,7.854,7.854,7.854
Training set,"InChI=1S/C22H17N3OS/c1-21(19(26)25-20-24-10-11-27-20)12-22(13-23)16-8-4-2-6-14(16)18(21)15-7-3-5-9-17(15)22/h2-11,18H,12H2,1H3,(H,24,25,26)/t18?,21-,22?/m1/s1",7.468521,104103561,6.906,6.852,6.294,7.109,6.402,6.294,6.294,6.294,6.294
Training set,"InChI=1S/C20H21FN2O2S/c1-20(13-6-7-13,14-8-10-15(21)11-9-14)17-12-22-19-16(17)4-3-5-18(19)23-26(2,24)25/h3-5,8-13,22-23H,6-7H2,1-2H3/t20-/m0/s1",6.504456,104097736,6.354,6.17,6.238,7.082,6.219,6.238,6.238,6.238,6.238
Training set,"InChI=1S/C19H18N2O2/c1-11-10-19(2,3)20-17-7-6-15-14-5-4-13(21(22)23)8-12(14)9-16(15)18(11)17/h4-8,10,20H,9H2,1-3H3",7.244125,103965686,8.101,8.124,8.072,8.133,8.213,8.072,8.072,8.072,8.072
Training set,"InChI=1S/C20H20F2N2O2S/c1-20(12-6-7-12,15-9-8-13(21)10-17(15)22)16-11-23-19-14(16)4-3-5-18(19)24-27(2,25)26/h3-5,8-12,23-24H,6-7H2,1-2H3/t20-/m1/s1",6.788079,104097733,6.319,6.624,6.543,7.149,6.539,6.543,6.543,6.543,6.543
Training set,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",8.958607,46518693,8.788,8.664,8.834,8.847,8.775,8.834,8.834,8.834,8.834
Training set,"InChI=1S/C54H72N2O9/c1-7-54(64)23-21-41-38-15-11-32-24-35(57)14-16-37(32)48(38)39(28-52(41,54)4)31-9-12-34(13-10-31)56(6)46(60)29-55-50(63)65-44-26-33-25-36(58)20-22-51(33,3)43-27-45(59)53(5)40(17-18-42(53)49(43)44)30(2)8-19-47(61)62/h1,9-10,12-13,24,30,33,36,38-45,49,58-59,64H,8,11,14-23,25-29H2,2-6H3,(H,55,63)(H,61,62)/t30-,33+,36?,38+,39-,40-,41+,42+,43+,44-,45+,49+,51+,52+,53-,54+/m1/s1",8.356547,104039384,9.293,8.456,9.017,8.816,8.799,9.017,9.017,9.017,9.017
Training set,"InChI=1S/C24H25NO/c1-6-9-19-23-17(22-16(7-2)10-8-11-20(22)26-19)12-13-18-21(23)15(3)14-24(4,5)25-18/h6-8,10-14,19,25H,1-2,9H2,3-5H3",6.361511,104016900,5.942,5.635,6.357,6.343,6.205,6.357,6.357,6.357,6.357
Training set,"InChI=1S/C18H17NO/c1-11-10-18(2,3)19-15-9-17-14(8-13(11)15)12-6-4-5-7-16(12)20-17/h4-10,19H,1-3H3",6.735182,103965693,7.487,6.959,6.956,7.471,6.905,6.956,6.956,6.956,6.956
Training set,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",8.958607,46518693,8.687,8.796,8.834,8.821,8.823,8.834,8.834,8.834,8.834
Training set,"InChI=1S/C20H21NO2/c1-12-11-20(2,3)21-15-10-9-14-13-7-5-6-8-16(13)23-19(22-4)18(14)17(12)15/h5-11,19,21H,1-4H3",6.39794,103966320,7.218,6.773,6.762,6.638,6.646,6.762,6.762,6.762,6.762
Training set,"InChI=1S/C29H33NO3/c1-5-29(33)15-14-26-24-12-8-20-16-22(32)11-13-23(20)27(24)25(17-28(26,29)3)19-6-9-21(10-7-19)30(4)18(2)31/h1,6-7,9-10,16,24-26,33H,8,11-15,17H2,2-4H3/t24-,25+,26-,28-,29-/m0/s1",8.19382,104039388,8.009,7.92,7.604,8.967,7.614,7.604,7.604,7.604,7.604
Training set,"InChI=1S/C26H21F2NO/c1-15-14-26(2,3)29-21-11-9-18-17-6-4-5-7-22(17)30-23(25(18)24(15)21)13-16-8-10-19(27)20(28)12-16/h4-14,29H,1-3H3/b23-13-",8.443698,103962124,8.663,8.946,9.026,8.778,8.928,9.026,9.026,9.026,9.026
Training set,"InChI=1S/C54H72N2O9/c1-7-54(64)23-21-41-38-15-11-32-24-35(57)14-16-37(32)48(38)39(28-52(41,54)4)31-9-12-34(13-10-31)56(6)46(60)29-55-50(63)65-36-20-22-51(3)33(25-36)26-44(58)49-42-18-17-40(30(2)8-19-47(61)62)53(42,5)45(59)27-43(49)51/h1,9-10,12-13,24,30,33,36,38-45,49,58-59,64H,8,11,14-23,25-29H2,2-6H3,(H,55,63)(H,61,62)/t30-,33+,36?,38+,39-,40-,41+,42+,43+,44-,45+,49+,51+,52+,53-,54+/m1/s1",8.619789,104039380,8.47,8.211,8.327,8.275,7.788,8.327,8.327,8.327,8.327
Training set,"InChI=1S/C24H20FNOS/c1-14-12-24(2,3)26-19-6-5-17-18-11-16(25)4-7-20(18)27-21(23(17)22(14)19)10-15-8-9-28-13-15/h4-13,26H,1-3H3/b21-10-",8.886057,104024097,8.877,8.756,8.915,8.908,9.096,8.915,8.915,8.915,8.915
Training set,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",7.823909,46518693,8.674,8.617,8.715,8.844,8.711,8.715,8.715,8.715,8.715
Training set,"InChI=1S/C22H19FN2O3S/c1-28-19-12-11-15(23)13-17(19)20-16-9-6-10-18(25-29(2,26)27)22(16)24-21(20)14-7-4-3-5-8-14/h3-13,24-25H,1-2H3",7.356547,319493270,6.8,7.156,7.532,7.279,7.701,7.532,7.532,7.532,7.532
Training set,"InChI=1S/C28H27FN4O4/c1-28(2,26(35)32-27(30)36)22-18-6-5-7-20(29)23(18)37-24-19(22)12-13-21(31-24)16-8-10-17(11-9-16)25(34)33-14-3-4-15-33/h5-13,22H,3-4,14-15H2,1-2H3,(H3,30,32,35,36)/t22-/m0/s1",6.218963,313068927,6.041,5.274,5.887,6.093,5.808,5.887,5.887,5.887,5.887
Training set,"InChI=1S/C20H15ClN2O/c21-17-8-4-7-15(11-17)16-9-10-18-19(12-16)23(20(24)22-18)13-14-5-2-1-3-6-14/h1-12H,13H2,(H,22,24)",6.283162,104001280,6.406,6.091,6.525,6.938,6.412,6.525,6.525,6.525,6.525
Training set,"InChI=1S/C17H22Br2O2/c1-10-5-6-16(19)17(2,3)12(10)7-11-8-15(21-4)13(18)9-14(11)20/h8-9,12,16,20H,1,5-7H2,2-4H3/t12-,16-/m1/s1",6.464706,103979809,6.345,6.552,6.003,6.718,6.214,6.003,6.003,6.003,6.003
Training set,"InChI=1S/C22H19FN2O3/c1-15-5-7-16(8-6-15)22(26)14-21(17-3-2-4-18(23)13-17)24-19-9-11-20(12-10-19)25(27)28/h2-13,21,24H,14H2,1H3/t21-/m1/s1",7.455932,104142749,7.162,7.169,6.913,7.024,6.927,6.913,6.913,6.913,6.913
Training set,"InChI=1S/C23H25NO2/c1-6-8-18-22-15(21-17(25-5)9-7-10-19(21)26-18)11-12-16-20(22)14(2)13-23(3,4)24-16/h6-7,9-13,18,24H,1,8H2,2-5H3",5.744727,104002693,6.605,6.538,6.699,6.473,6.55,6.699,6.699,6.699,6.699
Training set,"InChI=1S/C24H21BrN2O/c1-14-12-24(2,3)27-18-10-9-17-16-6-4-5-7-19(16)28-23(22(17)21(14)18)15-8-11-20(25)26-13-15/h4-13,23,27H,1-3H3",8.408935,103957941,8.477,8.53,8.878,7.83,8.679,8.878,8.878,8.878,8.878
Training set,"InChI=1S/C18H18N2S/c1-11-9-18(3,4)20-17-6-5-13(7-15(11)17)16-8-14(10-19)21-12(16)2/h5-9,20H,1-4H3",7.508638,103985762,7.438,7.647,7.634,7.431,7.744,7.634,7.634,7.634,7.634
Training set,"InChI=1S/C27H26N4O2S/c1-4-7-17-10-12-18(13-11-17)21-15-14-20-23(19-8-5-6-9-22(19)33-24(20)29-21)27(2,3)25(32)30-26-31-28-16-34-26/h5-6,8-16,23H,4,7H2,1-3H3,(H,30,31,32)/t23-/m1/s1",6.545155,136959769,6.14,6.622,6.548,6.492,6.631,6.548,6.548,6.548,6.548
Training set,"InChI=1S/C26H25NO2/c1-16-15-26(2,3)27-21-12-11-19-20-14-18(28-4)10-13-22(20)29-25(24(19)23(16)21)17-8-6-5-7-9-17/h5-15,25,27H,1-4H3",6.408935,103999544,7.826,7.919,7.368,7.337,7.487,7.368,7.368,7.368,7.368
Training set,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",7.823909,46518693,8.783,8.675,8.903,8.853,8.839,8.903,8.903,8.903,8.903
Training set,"InChI=1S/C26H27F2NO2/c1-13-12-25(2,3)29-19-8-7-15-17-10-14(27)11-18(28)22(17)30-23(21(15)20(13)19)16-6-5-9-26(4)24(16)31-26/h7-8,10-12,16,23-24,29H,5-6,9H2,1-4H3/t16-,23+,24+,26-/m1/s1",8.920819,104099715,7.761,8.165,7.871,8.117,8.13,7.871,7.871,7.871,7.871
Training set,"InChI=1S/C25H21Cl2NO/c1-14-13-25(2,3)28-20-10-9-18-19-12-17(27)8-11-21(19)29-24(23(18)22(14)20)15-4-6-16(26)7-5-15/h4-13,24,28H,1-3H3",9.229148,103957965,9.028,9.13,9.037,8.831,9.124,9.037,9.037,9.037,9.037
Training set,"InChI=1S/C30H32FNO5/c1-17-14-30(2,3)32-22-9-8-21-27(26(17)22)25(37-24-11-10-23(33)29(35-5)28(21)24)13-18-6-7-20(31)12-19(18)15-36-16-34-4/h6-14,22,26,32-33H,15-16H2,1-5H3/b25-13-",6.075721,104089749,5.886,6.057,6.352,6.597,6.163,6.352,6.352,6.352,6.352
Training set,"InChI=1S/C27H21F4NO/c1-15-14-26(2,3)32-21-10-9-18-19-13-17(28)8-11-22(19)33-23(25(18)24(15)21)12-16-6-4-5-7-20(16)27(29,30)31/h4-14,32H,1-3H3/b23-12-",7.341989,104024106,7.559,7.207,7.481,8.384,7.346,7.481,7.481,7.481,7.481
Training set,"InChI=1S/C20H20ClNO/c1-11-10-20(3,4)22-16-7-6-14-15-9-13(21)5-8-17(15)23-12(2)19(14)18(11)16/h5-10,12,22H,1-4H3",9.356547,103966313,8.159,8.79,8.435,7.827,8.551,8.435,8.435,8.435,8.435
Training set,"InChI=1S/C20H14N3O2S/c24-23(25)17-8-4-7-15(11-17)16-9-10-18-19(12-16)22(20(26)21-18)13-14-5-2-1-3-6-14/h1-12H,13H2/q-1/p+1",7.522879,104001289,7.038,7.562,6.859,6.933,7.562,6.859,6.859,6.859,6.859
Training set,"InChI=1S/C19H18FN/c1-11-10-19(2,3)21-17-8-13-7-12-5-4-6-16(20)18(12)15(13)9-14(11)17/h4-6,8-10,21H,7H2,1-3H3",7.958607,103965685,7.73,7.638,7.759,8.295,7.23,7.759,7.759,7.759,7.759
Training set,"InChI=1S/C18H20N2S/c1-11-7-14(10-19)21-17(11)13-5-6-16-15(8-13)12(2)9-18(3,4)20-16/h5-8,12,20H,9H2,1-4H3",8.207608,103985759,7.623,7.686,7.57,7.61,7.605,7.57,7.57,7.57,7.57
Training set,"InChI=1S/C21H27BrO3/c1-13-11-20(3,4)19(21(12-13)6-7-21)9-15-8-18(24-5)16(22)10-17(15)25-14(2)23/h8,10,12,19H,6-7,9,11H2,1-5H3",7.008774,103979808,6.894,6.152,6.884,7.969,6.659,6.884,6.884,6.884,6.884
Training set,"InChI=1S/C22H19FN2O3/c1-15-8-10-16(11-9-15)22(26)14-21(17-4-2-5-18(23)12-17)24-19-6-3-7-20(13-19)25(27)28/h2-13,21,24H,14H2,1H3",7.004365,104142744,6.738,6.693,7.096,7.287,7.121,7.096,7.096,7.096,7.096
Training set,"InChI=1S/C21H21ClN2O/c1-11-10-15(14-7-5-6-13-8-9-23-19(13)14)17(22)16-12(2)20(25)21(3,4)24-18(11)16/h5-10,12,23-24H,1-4H3",7.154902,125084151,6.166,6.314,6.416,6.212,6.147,6.416,6.416,6.416,6.416
Training set,"InChI=1S/C27H24FN5O3S/c1-27(2,25(35)31-26-32-29-14-37-26)22-17-7-5-6-8-21(17)36-23-18(22)11-12-20(30-23)15-9-10-16(19(28)13-15)24(34)33(3)4/h5-14,22H,1-4H3,(H,31,32,35)/t22-/m1/s1",5.815593,136959764,5.696,5.79,5.907,5.712,6.01,5.907,5.907,5.907,5.907
Training set,"InChI=1S/C17H15BrN2S/c1-10-8-17(2,3)20-15-5-4-11(6-13(10)15)16-14(18)7-12(9-19)21-16/h4-8,20H,1-3H3",6.363512,103985755,7.229,6.926,6.728,7.66,6.742,6.728,6.728,6.728,6.728
Training set,"InChI=1S/C15H13ClN2O2S/c1-21(19,20)18-14-7-3-6-12-13(9-17-15(12)14)10-4-2-5-11(16)8-10/h2-9,17-18H,1H3",8.259637,104005463,7.399,7.475,7.584,7.265,7.37,7.584,7.584,7.584,7.584
Training set,"InChI=1S/C19H18ClNO/c1-11-9-19(2,3)21-16-6-5-13-14-8-12(20)4-7-17(14)22-10-15(13)18(11)16/h4-9,21H,10H2,1-3H3",8.443698,103966314,7.561,7.749,7.68,7.482,7.644,7.68,7.68,7.68,7.68
Training set,"InChI=1S/C54H74N2O8/c1-7-54(63)23-21-42-39-15-11-33-26-36(57)14-16-38(33)48(39)40(30-52(42,54)4)32-9-12-35(13-10-32)56(6)25-24-55-50(62)64-37-20-22-51(3)34(27-37)28-45(58)49-43-18-17-41(31(2)8-19-47(60)61)53(43,5)46(59)29-44(49)51/h1,9-10,12-13,26,31,34,37,39-46,49,58-59,63H,8,11,14-25,27-30H2,2-6H3,(H,55,62)(H,60,61)/t31-,34+,37?,39+,40-,41-,42+,43+,44+,45-,46+,49+,51+,52+,53-,54+/m1/s1",9.408935,104039383,9.711,9.508,9.171,8.769,9.195,9.171,9.171,9.171,9.171
Training set,"InChI=1S/C23H26FNO/c1-5-6-7-20-22-16(17-12-15(24)8-11-19(17)26-20)9-10-18-21(22)14(2)13-23(3,4)25-18/h8-13,20,25H,5-7H2,1-4H3",8.537602,103966309,8.358,8.285,8.421,8.846,8.392,8.421,8.421,8.421,8.421
Training set,"InChI=1S/C19H17F2N/c1-10-9-19(2,3)22-17-7-11-6-14-15(20)4-5-16(21)18(14)13(11)8-12(10)17/h4-5,7-9,22H,6H2,1-3H3",8.508638,103965704,8.183,8.277,8.07,8.274,7.897,8.07,8.07,8.07,8.07
Training set,"InChI=1S/C16H14N3O3/c1-10(2)18-15-9-12(6-7-14(15)17-16(18)20)11-4-3-5-13(8-11)19(21)22/h3-10H,1-2H3/q-1/p+1",6.279841,104001277,6.415,6.038,6.669,6.218,6.421,6.669,6.669,6.669,6.669
Training set,"InChI=1S/C22H22ClN3O2/c23-18-8-4-5-15(13-18)14-19-20(24-22(28)25-21(19)27)26-11-9-17(10-12-26)16-6-2-1-3-7-16/h1-8,13,17H,9-12,14H2,(H2,24,25,27,28)",5.151811,104090823,5.39,5.182,4.39,5.85,4.469,4.39,4.39,4.39,4.39
Training set,"InChI=1S/C23H19F3N2O3/c1-15-3-2-4-17(13-15)22(29)14-21(16-5-7-18(8-6-16)23(24,25)26)27-19-9-11-20(12-10-19)28(30)31/h2-13,21,27H,14H2,1H3",7.070581,104142721,6.937,7.233,6.975,7.181,6.919,6.975,6.975,6.975,6.975
Training set,"InChI=1S/C29H28FNO/c1-5-8-19-9-6-7-10-20(19)15-26-28-22(23-16-21(30)11-14-25(23)32-26)12-13-24-27(28)18(2)17-29(3,4)31-24/h6-7,9-17,31H,5,8H2,1-4H3/b26-15-",8.79588,104024104,8.515,8.888,8.6,8.764,8.484,8.6,8.6,8.6,8.6
Training set,"InChI=1S/C24H27F2N3O/c1-13-12-27-22-14(13)8-7-9-15(22)19-16(25)10-17-20(21(19)26)18(11-24(5,6)28-17)29-30-23(2,3)4/h7-10,12,27-28H,11H2,1-6H3/b29-18+",6.657577,131343601,6.5,6.531,6.082,6.525,6.375,6.082,6.082,6.082,6.082
Training set,"InChI=1S/C27H25N5O3S/c1-27(2,25(34)30-26-31-28-15-36-26)22-18-7-5-6-8-21(18)35-23-19(22)13-14-20(29-23)16-9-11-17(12-10-16)24(33)32(3)4/h5-15,22H,1-4H3,(H,30,31,34)/t22-/m0/s1",5.910802,136959759,5.61,5.889,5.853,5.856,5.93,5.853,5.853,5.853,5.853
Training set,"InChI=1S/C18H24N2O4/c1-9-15-10(2)18(3)8-14(24-17(23)19-4)13(21)7-11(18)6-12(15)20(5)16(9)22/h6-7,10,13-14,21H,8H2,1-5H3,(H,19,23)/t10-,13?,14?,18+/m1/s1",7.39794,136352728,6.432,6.51,6.605,5.819,6.58,6.605,6.605,6.605,6.605
Training set,"InChI=1S/C29H26FN3O3/c30-20-6-7-24-25(23-4-2-1-3-19(23)16-36-28(24)13-20)11-18-5-8-27-26(12-18)31-29(34)33(27)21-14-22-17-35-10-9-32(22)15-21/h1-8,11-13,21-22H,9-10,14-17H2,(H,31,34)/b25-11+/t21-,22-/m0/s1",6.320572,163347089,5.462,6.259,6.002,6.079,5.709,6.002,6.002,6.002,6.002
Training set,"InChI=1S/C27H25NO/c1-17-9-5-6-10-19(17)15-24-26-21(20-11-7-8-12-23(20)29-24)13-14-22-25(26)18(2)16-27(3,4)28-22/h5-16,28H,1-4H3/b24-15-",9.180456,103962122,8.348,8.679,8.441,8.353,8.513,8.441,8.441,8.441,8.441
Training set,"InChI=1S/C22H16ClF3N2O3/c23-17-3-1-2-15(12-17)21(29)13-20(14-4-6-16(7-5-14)22(24,25)26)27-18-8-10-19(11-9-18)28(30)31/h1-12,20,27H,13H2",7.060481,104142719,7.104,7.017,7.23,7.547,7.236,7.23,7.23,7.23,7.23
Training set,"InChI=1S/C19H17N3O3S/c1-19(2,17(24)21-18-22-20-10-26-18)16-12-5-3-4-6-14(12)25-15-9-11(23)7-8-13(15)16/h3-10,16,23H,1-2H3,(H,21,22,24)/t16-/m0/s1",7.275724,136355101,7.38,7.347,6.848,6.822,6.819,6.848,6.848,6.848,6.848
Training set,"InChI=1S/C18H19N/c1-13-12-18(2,3)19-17-10-9-15(11-16(13)17)14-7-5-4-6-8-14/h4-12,19H,1-3H3",6.876148,103961147,7.34,6.749,6.668,6.983,6.724,6.668,6.668,6.668,6.668
Training set,"InChI=1S/C26H29NO3/c1-7-9-19-23-17(10-11-18-22(23)16(3)15-26(4,5)27-18)24-20(30-19)12-13-21(25(24)28-6)29-14-8-2/h7-8,10-13,15,19,27H,1-2,9,14H2,3-6H3",5.427128,104016901,5.491,5.662,5.474,4.934,5.174,5.474,5.474,5.474,5.474
Training set,"InChI=1S/C26H21F2NO/c1-15-14-26(2,3)29-21-12-11-17-16-7-4-5-10-22(16)30-23(25(17)24(15)21)13-18-19(27)8-6-9-20(18)28/h4-14,29H,1-3H3/b23-13-",7.508638,103962123,8.332,8.307,8.081,8.126,8.137,8.081,8.081,8.081,8.081
Training set,"InChI=1S/C27H25N5O3S/c1-27(2,25(34)30-26-31-28-15-36-26)22-18-7-5-6-8-21(18)35-23-19(22)13-14-20(29-23)16-9-11-17(12-10-16)24(33)32(3)4/h5-15,22H,1-4H3,(H,30,31,34)/t22-/m0/s1",5.815593,136959759,5.721,5.834,5.865,5.865,5.95,5.865,5.865,5.865,5.865
Training set,"InChI=1S/C19H19N3O2S/c1-13(2)22-12-18(15-6-4-14(11-20)5-7-15)17-9-8-16(10-19(17)22)21-25(3,23)24/h4-10,12-13,21H,1-3H3",9.099633,125087036,9.398,9.31,9.042,8.351,9.406,9.042,9.042,9.042,9.042
Training set,"InChI=1S/C25H21Cl2NO/c1-14-13-25(2,3)28-20-9-8-18-19-12-17(27)7-10-21(19)29-24(23(18)22(14)20)15-5-4-6-16(26)11-15/h4-13,24,28H,1-3H3",9.318759,103957953,8.836,8.909,8.916,8.893,9.01,8.916,8.916,8.916,8.916
Training set,"InChI=1S/C26H24BrNO/c1-15-11-17(13-18(27)12-15)25-24-20(19-7-5-6-8-22(19)29-25)9-10-21-23(24)16(2)14-26(3,4)28-21/h5-14,25,28H,1-4H3",9.060481,103957936,8.765,8.299,8.488,8.676,8.548,8.488,8.488,8.488,8.488
Training set,"InChI=1S/C25H22FNO2/c1-14-21-19(27-25(2,3)24(14)28)12-11-18-17-9-4-5-10-20(17)29-23(22(18)21)15-7-6-8-16(26)13-15/h4-14,23,27H,1-3H3/t14-,23-/m0/s1",8.585027,103969241,8.328,8.272,8.081,7.195,8.25,8.081,8.081,8.081,8.081
Training set,"InChI=1S/C55H78N2O9S/c1-7-55(62)23-21-44-41-15-11-35-28-38(58)14-16-40(35)50(41)42(32-53(44,55)4)34-9-12-37(13-10-34)57(6)25-26-66-39-20-22-52(3)36(29-39)30-47(59)51-45-18-17-43(54(45,5)48(60)31-46(51)52)33(2)8-19-49(61)56-24-27-67(63,64)65/h1,9-10,12-13,28,33,36,39,41-48,51,59-60,62H,8,11,14-27,29-32H2,2-6H3,(H,56,61)(H,63,64,65)/t33-,36+,39?,41+,42-,43-,44+,45+,46+,47-,48+,51+,52+,53+,54-,55+/m1/s1",9.275724,104039373,9.216,9.759,9.849,9.094,,9.849,9.849,9.849,9.849
Training set,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",9.000869,46518693,8.745,8.746,8.764,8.843,8.796,8.764,8.764,8.764,8.764
Training set,"InChI=1S/C26H22F3NO2/c1-14-21-19(30-25(2,3)24(14)31)12-11-18-17-9-4-5-10-20(17)32-23(22(18)21)15-7-6-8-16(13-15)26(27,28)29/h4-14,23,30H,1-3H3/t14-,23+/m1/s1",6.910095,103969229,7.359,7.123,7.162,7.596,7.413,7.162,7.162,7.162,7.162
Training set,"InChI=1S/C24H29NO/c1-15(2)10-13-21-23-18(17-8-6-7-9-20(17)26-21)11-12-19-22(23)16(3)14-24(4,5)25-19/h6-9,11-12,14-15,21,25H,10,13H2,1-5H3",8.769551,103966325,8.561,8.265,8.584,8.494,8.537,8.584,8.584,8.584,8.584
Training set,"InChI=1S/C26H23FN2O/c1-15-6-5-11-28-21(15)13-23-25-18(19-12-17(27)7-10-22(19)30-23)8-9-20-24(25)16(2)14-26(3,4)29-20/h5-14,29H,1-4H3/b23-13-",9.376751,104024098,8.016,8.514,8.372,8.11,8.502,8.372,8.372,8.372,8.372
Training set,"InChI=1S/C17H17NOS/c1-11-8-17(2,3)18-16-5-4-12(7-15(11)16)13-6-14(9-19)20-10-13/h4-10,18H,1-3H3",7.431798,103985746,7.38,7.548,7.737,6.81,7.776,7.737,7.737,7.737,7.737
Training set,"InChI=1S/C21H23ClN2/c1-12-9-15(17-10-14-7-5-6-8-16(14)23-17)19(22)18-13(2)11-21(3,4)24-20(12)18/h5-10,13,23-24H,11H2,1-4H3",5.769551,160856425,7.217,7.092,7.368,7.234,7.272,7.368,7.368,7.368,7.368
Training set,"InChI=1S/C29H35NO2/c1-5-15-29(32)16-14-26-24-12-8-20-17-22(31)11-13-23(20)27(24)25(18-28(26,29)2)19-6-9-21(10-7-19)30(3)4/h6-7,9-10,17,24-26,32H,8,11-14,16,18H2,1-4H3/t24-,25+,26-,28-,29-/m0/s1",9.19382,46518693,8.738,8.719,8.778,8.846,8.755,8.778,8.778,8.778,8.778
Training set,"InChI=1S/C17H21NO2/c1-12-9-13(2)16(17(3,4)11-12)10-14-5-7-15(8-6-14)18(19)20/h5-9,16H,2,10-11H2,1,3-4H3",7.267606,103979798,7.045,6.961,7.37,8.185,7.258,7.37,7.37,7.37,7.37
Training set,"InChI=1S/C20H27IO2/c1-19-8-6-16-15-5-3-14(22)12-13(15)2-4-17(16)18(19)7-9-20(19,23)10-11-21/h10-12,15-18,23H,2-9H2,1H3/b11-10-",8.37059,103936217,7.955,8.133,8.256,8.231,8.237,8.256,8.256,8.256,8.256
